date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:28:49	155482/155482	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jul%202020%2007:28:50%20GMT	https://quyenthuong.asuss.online/qqq	S:/WinHTTrack/ASite/https___quyenthuong.asuss.online_qqq/quyenthuong.asuss.online/qqq.html	(from )
14:28:50	22/22	---M--	200	added ('OK')	text/plain	date:Tue,%2014%20Jul%202020%2007:28:51%20GMT	https://quyenthuong.asuss.online/robots.txt		(from )
14:28:50	150/150	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jul%202020%2007:28:51%20GMT	https://static.ladipage.net/5b80bae280c18044b11eada8/untitled-1-20191220170505.jpg	S:/WinHTTrack/ASite/https___quyenthuong.asuss.online_qqq/static.ladipage.net/5b80bae280c18044b11eada8/untitled-1-20191220170505.1.delayed	(from https://quyenthuong.asuss.online/qqq)
14:28:51	34141/34141	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jul%202020%2007:28:52%20GMT	https://w.ladicdn.com:443/5b80bae280c18044b11eada8/untitled-1-20191220170505.jpg	S:/WinHTTrack/ASite/https___quyenthuong.asuss.online_qqq/w.ladicdn.com_443/5b80bae280c18044b11eada8/untitled-1-20191220170505.jpg	(from https://quyenthuong.asuss.online/qqq)
14:28:52	151071/151071	---MC-	200	added ('OK')	text/javascript	date:Tue,%2014%20Jul%202020%2007:28:52%20GMT	https://w.ladicdn.com/v2/source/ladipage.min.js?v=1594175749601	S:/WinHTTrack/ASite/https___quyenthuong.asuss.online_qqq/w.ladicdn.com/v2/source/ladipage.min8697.js	(from https://quyenthuong.asuss.online/qqq)
14:28:54	397968/397968	---MCZ	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2007:28:53%20GMT	https://w.ladicdn.com/s750x500/5af25e5079c3a9d6356a70ce/pd-20200316065706.png	S:/WinHTTrack/ASite/https___quyenthuong.asuss.online_qqq/w.ladicdn.com/s750x500/5af25e5079c3a9d6356a70ce/pd-20200316065706.png	(from https://quyenthuong.asuss.online/qqq)
14:28:55	10342/10342	---MCZ	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2007:28:55%20GMT	https://w.ladicdn.com/s500x400/5af25e5079c3a9d6356a70ce/95-20200316072859.png	S:/WinHTTrack/ASite/https___quyenthuong.asuss.online_qqq/w.ladicdn.com/s500x400/5af25e5079c3a9d6356a70ce/95-20200316072859.png	(from https://quyenthuong.asuss.online/qqq)
14:28:55	369470/369470	---MCZ	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2007:28:54%20GMT	https://w.ladicdn.com/s750x600/5af25e5079c3a9d6356a70ce/xkm-20200316072720.png	S:/WinHTTrack/ASite/https___quyenthuong.asuss.online_qqq/w.ladicdn.com/s750x600/5af25e5079c3a9d6356a70ce/xkm-20200316072720.png	(from https://quyenthuong.asuss.online/qqq)
14:28:55	580242/580242	---MCZ	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2007:28:53%20GMT	https://w.ladicdn.com/s600x550/5af25e5079c3a9d6356a70ce/mt-20200316070855.png	S:/WinHTTrack/ASite/https___quyenthuong.asuss.online_qqq/w.ladicdn.com/s600x550/5af25e5079c3a9d6356a70ce/mt-20200316070855.png	(from https://quyenthuong.asuss.online/qqq)
14:28:55	8682/8682	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/MRxCcmewP54/hqdefault.jpg	S:/WinHTTrack/ASite/https___quyenthuong.asuss.online_qqq/img.youtube.com/vi/MRxCcmewP54/hqdefault.jpg	(from https://quyenthuong.asuss.online/qqq)
